,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
1204,Китай,Коптерный тип,1.95,0.42,0.4,150.0,Вертикальный,Вертикальный,Электрический,,70.0,В производстве,Yuneec Int,0.25,GPS,,,
1205,Китай,Коптерный тип,5.0,0.4,2.5,122.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,Yuneec Int,,GPS,,,0.92
1206,Китай,Вертолетный тип,15.0,1.0,25.0,1200.0,Вертикальный,Вертикальный,ДВС,,85.0,В производстве,Asian Pacific Hong-Sheng Aviation Science and Technology Co,7.0,н/д,-10°C…+40°C,1.77,
1207,Китай,Вертолетный тип,12.0,0.42,5.0,1000.0,Вертикальный,Вертикальный,Электрический,,80.0,В производстве,Asian Pacific Hong-Sheng Aviation Science and Technology Co,6.0,н/д,,1.72,
1208,Китай,Вертолетный тип,380.0,3.0,40.0,2100.0,Вертикальный,Вертикальный,Газотурбинный,,135.0,В производстве,Yotaisc Science and Technology Development Co,80.0,н/д,,5.0,
1209,Китай,Коптерный тип,1.5,0.58,10.0,150.0,Вертикальный,Вертикальный,Электрический,,120.0,В производстве,YI technology,,"GPS, ГЛОНАСС",,,0.55
1210,Китай,Самолетный тип,,3.0,100.0,3100.0,Шасси,Шасси,Электрический,,120.0,В производстве,Yingli,,н/д,,,
1211,Китай,Коптерный тип,,0.5,2.5,1200.0,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,Университет Янчжоу,1.5,GPS,,,
1212,Китай,Самолетный тип,,,150.0,5100.0,Шасси,Шасси,ДВС,,140.0,В производстве,Xiang-Yu Aviation Science and Technology Co,,н/д,,,
1213,Китай,Самолетный тип,,2.5,150.0,5100.0,Шасси,Шасси,ДВС,,160.0,Снято с производства,Xiang-Yu Aviation Science and Technology Co,,н/д,,,
1214,Китай,Самолетный тип,56.0,1.0,250.0,5100.0,Пусковая установка,Парашютная система,Газотурбинный,,650.0,В производстве,Xiang-Yu Aviation Science and Technology Co,,н/д,,,
1215,Китай,Самолетный тип,,2.0,42.0,3500.0,Шасси,Шасси,ДВС,3.0,120.0,В производстве,Xing-Yu Aviation Technology Co,,н/д,,,
1216,Китай,Самолетный тип,,4.0,300.0,4500.0,Шасси,Шасси,ДВС,5.92,165.0,В производстве,Xing-Yu Aviation Technology Co,,н/д,,,
1217,Китай,Самолетный тип,,2.0,100.0,4100.0,Шасси,Шасси,ДВС,3.91,140.0,В производстве,Xing-Yu Aviation Technology Co,,н/д,,,
1218,Китай,Самолетный тип,0.73,1.5,10.0,2100.0,С руки,На фюзеляж,Электрический,1.7,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1219,Китай,Самолетный тип,,,10.0,1200.0,Шасси,Шасси,Электрический,1.12,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1220,Китай,Самолетный тип,,,20.0,2100.0,Шасси,Шасси,Электрический,,100.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1221,Китай,Самолетный тип,,,20.0,2100.0,С руки,На фюзеляж,Электрический,1.51,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1222,Китай,Самолетный тип,,1.5,20.0,1200.0,С руки,На фюзеляж,Электрический,1.1,90.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1223,Китай,Самолетный тип,0.61,,2.0,1200.0,С руки,На фюзеляж,Электрический,1.4,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1224,Китай,Самолетный тип,,,10.0,2100.0,С руки,На фюзеляж,Электрический,1.19,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1225,Китай,Самолетный тип,,1.0,5.0,2100.0,С руки,На фюзеляж,Электрический,1.8,60.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1226,Китай,Самолетный тип,,,20.0,3500.0,С руки,На фюзеляж,Электрический,3.54,80.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1227,Китай,Самолетный тип,0.55,,5.0,1200.0,С руки,На фюзеляж,Электрический,1.3,70.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1228,Китай,Коптерный тип,,0.67,2.0,350.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1229,Китай,Самолетный тип,2.74,,5.0,1200.0,С руки,На фюзеляж,Электрический,1.8,60.0,В производстве,Tian-Jie-Li Model Co,,н/д,,,
1230,Китай,Самолетный тип,8.0,1.5,40.0,2100.0,Шасси,Шасси,ДВС,2.0,140.0,Снято с производства,н/д,,н/д,,,
1231,Пакистан,Вертолетный тип,14.0,,1.0,250.0,Вертикальный,Вертикальный,ДВС,,35.0,В производстве,Xiu-Feng Agricultural Science and Technology Co,,н/д,,,
1232,Китай,Вертолетный тип,12.5,,0.75,250.0,Вертикальный,Вертикальный,ДВС,,30.0,В производстве,Xiu-Feng Agricultural Science and Technology Co,5.0,н/д,,,
1233,Китай,Вертолетный тип,17.0,1.5,2.0,1000.0,Вертикальный,Вертикальный,ДВС,,50.0,В производстве,XinYing Electronic Science and Technology Co,6.0,н/д,,1.85,
1234,Китай,Вертолетный тип,30.0,1.0,3.0,1000.0,Вертикальный,Вертикальный,ДВС,,100.0,В производстве,XinYing Electronic Science and Technology Co,13.0,н/д,,2.2,
1235,Китай,Вертолетный тип,8.0,0.75,3.0,1000.0,Вертикальный,Вертикальный,ДВС,,75.0,В производстве,XinYing Electronic Science and Technology Co,3.0,н/д,,1.85,
1236,Китай,Коптерный тип,7.9,0.25,7.0,250.0,Вертикальный,Вертикальный,Электрический,,65.0,В производстве,XinYing Electronic Science and Technology Co,1.5,н/д,,,
1237,Китай,Коптерный тип,1.15,,1.5,250.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,XinYing Electronic Science and Technology Co,,н/д,,,
1238,Китай,Самолетный тип,24.0,2.0,150.0,3100.0,Вертикальный,Вертикальный,ДВС,2.5,180.0,В производстве,Xinying Electronic Science & Technology Co,5.0,н/д,,,
1239,Китай,Самолетный тип,23.0,2.0,120.0,3600.0,Шасси,Шасси,ДВС,3.5,160.0,В производстве,Xinying Electronic Science & Technology Co,5.0,н/д,,,
1240,Китай,Самолетный тип,1.5,0.83,5.0,2100.0,С руки,На фюзеляж,Электрический,1.12,55.0,В производстве,Xinying Electronic Science & Technology Co,,н/д,,,
1241,Китай,Самолетный тип,,2.0,100.0,3100.0,Пусковая установка,Парашютная система,ДВС,2.71,120.0,В производстве,Xinying Electronic Science & Technology Co,,н/д,,,
1242,Китай,Самолетный тип,7500.0,,7000.0,18300.0,Пусковая установка,Парашютная система,Газотурбинный,25.0,870.0,В производстве,Chengdu Aircraft Corporation,,н/д,,,
1243,Китай,Самолетный тип,222.0,8.0,150.0,6000.0,Шасси,Шасси,ДВС,6.0,210.0,В производстве,Xian,50.0,н/д,,,
1244,Китай,Коптерный тип,1.5,,2.5,350.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Xaircraft,,н/д,,,
1245,Китай,Коптерный тип,3.0,0.33,1.5,300.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Xaircraft,,н/д,,,
1246,Китай,Коптерный тип,2.2,0.75,3.0,300.0,Вертикальный,Вертикальный,Электрический,,50.0,В производстве,Xaircraft,,н/д,,,
1247,Китай,Коптерный тип,1.6,0.58,2.0,300.0,Вертикальный,Вертикальный,Электрический,,50.0,В производстве,Xaircraft,,н/д,,,
1248,Китай,Коптерный тип,1.5,,0.85,150.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Xaircraft,0.75,н/д,,,
1249,Китай,Коптерный тип,0.4,0.42,7.0,300.0,Вертикальный,Вертикальный,Электрический,,160.0,В производстве,Uvify,,н/д,,,
1250,Китай,Вертолетный тип,757.0,6.0,150.0,3100.0,Вертикальный,Вертикальный,Газотурбинный,,160.0,В производстве,Weifang Freesky Aviation Industry,,н/д,,,
1251,Китай,Коптерный тип,,0.67,5.0,350.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Viga Aviation Communication Science and Technology Co,2.0,н/д,,,
1252,Китай,Коптерный тип,,0.92,1.5,250.0,Вертикальный,Вертикальный,Электрический,,25.0,В производстве,Viga Aviation Communication Science and Technology Co,11.5,н/д,,,
1253,Китай,Самолетный тип,,2.0,180.0,4100.0,Пусковая установка,Парашютная система,ДВС,3.3,120.0,В производстве,Viga Aviation Communication Science and Technology Co,2.0,н/д,,,
1254,Китай,Самолетный тип,,,100.0,3100.0,"Пусковая установка, Шасси","Парашютная система, Шасси",ДВС,,120.0,В производстве,UAV Sci-Tech Co,,н/д,,,
1255,Китай,Самолетный тип,7.5,2.0,30.0,2100.0,Пусковая установка,Парашютная система,ДВС,2.1,120.0,В производстве,UAV Sci-Tech Co,1.4,н/д,,,
1256,Китай,Вертолетный тип,,0.75,1.5,250.0,Вертикальный,Вертикальный,ДВС,,30.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1257,Китай,Вертолетный тип,,,1.5,250.0,Вертикальный,Вертикальный,ДВС,,45.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1258,Китай,Вертолетный тип,,,20.0,3100.0,Вертикальный,Вертикальный,ДВС,,90.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1259,Китай,Самолетный тип,38.0,12.0,1500.0,4100.0,"Пусковая установка, Шасси","Парашютная система, Шасси",ДВС,,220.0,В производстве,Tian-Zi-Yi Aviation Technology Co,6.0,н/д,,,
1260,Китай,Вертолетный тип,,,10.0,2100.0,Вертикальный,Вертикальный,ДВС,,70.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1261,Китай,Вертолетный тип,,1.0,15.0,2100.0,Вертикальный,Вертикальный,ДВС,,80.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1262,Китай,Вертолетный тип,,1.0,20.0,2100.0,Вертикальный,Вертикальный,ДВС,,80.0,В производстве,Tian-Zi-Yi Aviation Technology Co,,н/д,,,
1263,Китай,Самолетный тип,700.0,14.0,2000.0,5100.0,Шасси,На фюзеляж,ДВС,12.4,180.0,В производстве,UVS Intelligence Systems Co,,н/д,,,
1264,Китай,Коптерный тип,,,1.0,250.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1265,Китай,Коптерный тип,,0.83,2.5,250.0,Вертикальный,Вертикальный,Электрический,,65.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1266,Китай,Коптерный тип,,,2.5,250.0,Вертикальный,Вертикальный,Электрический,,65.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1267,Китай,Коптерный тип,0.4,,1.0,100.0,Вертикальный,Вертикальный,Электрический,,25.0,В производстве,Университет Цинхуа,,н/д,,,
1268,Китай,Вертолетный тип,30.0,1.0,5.0,1200.0,Вертикальный,Вертикальный,Электрический,,80.0,В производстве,TTRobotix,,н/д,,2.0,
1269,Китай,Самолетный тип,100.0,10.0,100.0,5100.0,Шасси,Шасси,ДВС,4.6,140.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1270,Китай,Самолетный тип,,,100.0,4600.0,"Пусковая установка, Шасси",Шасси,ДВС,3.4,140.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1271,Китай,Самолетный тип,,,300.0,3100.0,"Пусковая установка, Шасси",Шасси,ДВС,2.7,140.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1272,Китай,Самолетный тип,,6.0,250.0,5100.0,Пусковая установка,Парашютная система,ДВС,5.0,140.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1273,Китай,Самолетный тип,,1.5,40.0,4100.0,н/д,н/д,ДВС,2.6,90.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1274,Китай,Вертолетный тип,,1.0,40.0,2100.0,Вертикальный,Вертикальный,ДВС,,80.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,2.02,
1275,Китай,Коптерный тип,,,2.0,250.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Tian-Tu Aviation Technology Development Co,,н/д,,,
1276,Китай,Самолетный тип,,,70.0,4000.0,Шасси,Шасси,ДВС,3.28,150.0,В производстве,Bejing Trifeet Aero Electronics Co,,н/д,,,
1277,Китай,Самолетный тип,,8.0,70.0,4000.0,Шасси,Шасси,ДВС,3.28,150.0,В производстве,Bejing Trifeet Aero Electronics Co,,н/д,,,
1278,Китай,Вертолетный тип,,0.92,20.0,3100.0,Вертикальный,Вертикальный,ДВС,,110.0,В производстве,Toaero Science and Technology Co,13.0,н/д,−20°C..+50 °C,,
1279,Китай,Вертолетный тип,90.0,2.0,100.0,1500.0,Вертикальный,Вертикальный,ДВС,,100.0,В производстве,Toaero Science and Technology Co,25.0,н/д,,3.0,
1280,Китай,Вертолетный тип,250.0,4.0,200.0,1500.0,Вертикальный,Вертикальный,ДВС,,150.0,В производстве,Toaero Science and Technology Co,,н/д,,3.6,
1281,Китай,Коптерный тип,5.2,0.25,1.0,1200.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Toaero Science and Technology Co,,н/д,,,
1282,Китай,Коптерный тип,4.2,0.67,2.0,1200.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Toaero Science and Technology Co,,н/д,,,
1283,Китай,Коптерный тип,10.35,0.83,2.0,350.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Toaero Science and Technology Co,,н/д,,,
1284,Китай,Самолетный тип,6.0,,20.0,2100.0,Пусковая установка,На фюзеляж,Электрический,3.0,120.0,В производстве,Университет Тунцзи,,н/д,,,
1285,Китай,Самолетный тип,,1.5,10.0,3100.0,"С руки, Шасси",Шасси,Электрический,2.2,90.0,Снято с производства,Университет Тунцзи,,н/д,,,
1286,Китай,Коптерный тип,,,1.0,250.0,Вертикальный,Вертикальный,Электрический,,20.0,В производстве,Top Soaring New Technology Co,,н/д,,,
1287,Китай,Коптерный тип,,,5.0,1200.0,Вертикальный,Вертикальный,Электрический,,54.0,В производстве,Top Soaring New Technology Co,,н/д,,,
1288,Китай,Коптерный тип,5.5,0.67,20.0,350.0,Вертикальный,Вертикальный,Электрический,,65.0,В производстве,Oriental Titan,,н/д,,,
1289,Китай,Самолетный тип,4.5,2.0,10.0,4500.0,С руки,На фюзеляж,Электрический,,120.0,В производстве,Oriental Titan,,н/д,,,
1290,Китай,Коптерный тип,1.54,,2.5,300.0,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,AheadX,,н/д,,,
1291,Китай,Вертолетный тип,40.0,,20.0,3100.0,Вертикальный,Вертикальный,Газотурбинный,,120.0,В производстве,Тяньцзиньский университет,,н/д,,,
1292,Китай,Вертолетный тип,11.5,,15.0,1000.0,Вертикальный,Вертикальный,Электрический,,200.0,В производстве,Тяньцзиньский университет,,н/д,,,
1293,Китай,Вертолетный тип,250.0,,200.0,2100.0,Вертикальный,Вертикальный,ДВС,,120.0,Снято с производства,Zhong Hang Zhi Technology,,н/д,,,
1294,Китай,Коптерный тип,18.0,,2.0,2000.0,Вертикальный,Вертикальный,Электрический,,55.0,В производстве,Sky Wing General Aviation Science and Technology Service,10.0,GPS,,,
1295,Китай,Коптерный тип,23.0,,40.0,4100.0,Пусковая установка,На фюзеляж,Электрический,,150.0,В производстве,н/д,,н/д,,,
1296,Китай,Вертолетный тип,15.0,,2.5,250.0,Вертикальный,Вертикальный,ДВС,,60.0,Снято с производства,SS Model,,н/д,,1.68,
1297,Китай,Коптерный тип,1.8,,1.5,250.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,SIASUN,,н/д,,,
1298,Китай,Коптерный тип,12.0,0.25,1.0,150.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,SIASUN,,н/д,,,
1299,Китай,Вертолетный тип,120.0,1.5,42.0,3100.0,Вертикальный,Вертикальный,ДВС,,120.0,В производстве,SIASUN,,н/д,,3.29,
1300,Китай,Коптерный тип,0.42,0.12,0.03,30.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Syma,,н/д,,,
1301,Китай,Вертолетный тип,300.0,,250.0,3000.0,Вертикальный,Вертикальный,ДВС,,160.0,В производстве,NORINCO,,н/д,,,
1302,Китай,Самолетный тип,,,7500.0,15000.0,Шасси,Шасси,Газотурбинный,32.0,850.0,В производстве,н/д,,н/д,,,
1303,Китай,Вертолетный тип,,,250.0,3100.0,Вертикальный,Вертикальный,Газотурбинный,,150.0,В производстве,NORINCO,,н/д,,,
1304,Китай,Самолетный тип,,8.0,250.0,4100.0,Пусковая установка,Парашютная система,ДВС,,120.0,В производстве,State Grid Corporation of China,,н/д,,,
1305,Китай,Коптерный тип,,,1.0,150.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,State Grid Corporation of China,,н/д,,,
1306,Китай,Коптерный тип,,,2.0,100.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Shun-Feng Express Delivery,,н/д,,,
1307,Китай,Вертолетный тип,25.0,1.0,42.0,2100.0,Вертикальный,Вертикальный,ДВС,,80.0,В производстве,Шеньянский институт автоматизации,5.0,н/д,,1.6,
1308,Китай,Вертолетный тип,120.0,1.5,20.0,1000.0,Вертикальный,Вертикальный,Электрический,,120.0,В производстве,Шеньянский институт автоматизации,,н/д,,3.29,
1309,Китай,Вертолетный тип,40.0,1.0,5.0,1000.0,Вертикальный,Вертикальный,ДВС,,100.0,В производстве,Шеньянский институт автоматизации,15.0,н/д,,2.15,
1310,Китай,Коптерный тип,10.0,,1.5,500.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Академия Шаньдун,,н/д,,,
1311,Китай,Вертолетный тип,,4.0,30.0,2100.0,Вертикальный,Вертикальный,ДВС,,90.0,В производстве,Южно-Китайский технологический университет,,н/д,,,
1312,Китай,Самолетный тип,,8.0,500.0,5100.0,Вертикальный,Вертикальный,ДВС,,150.0,В производстве,UVS Intelligence Systems Co,,н/д,,,
1313,Китай,Коптерный тип,15.0,0.75,2.5,1000.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Rui-Tu Wan-Fang Science and Technology Co,,н/д,,,
1314,Китай,Коптерный тип,1.1,,2.5,500.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Rui-Tu Wan-Fang Science and Technology Co,,н/д,,,
1315,Китай,Самолетный тип,210.0,7.0,200.0,4600.0,Шасси,Шасси,ДВС,,160.0,В производстве,China National Precision Machinery Import & export Corp,,н/д,,,
1316,Китай,Вертолетный тип,,1.33,20.0,1200.0,Вертикальный,Вертикальный,ДВС,,70.0,В производстве,Oriental Titan Science and Technology,,н/д,,2.15,
1317,Китай,Самолетный тип,,2.5,150.0,3600.0,Шасси,Шасси,ДВС,,140.0,В производстве,Северо-западный политехнический университет КНР,,н/д,,,
1318,Китай,Вертолетный тип,250.0,,42.0,3100.0,Вертикальный,Вертикальный,ДВС,,120.0,В производстве,Народный институт вооружения полиции КНР,,н/д,,,
1319,Китай,Вертолетный тип,,2.0,100.0,2100.0,Вертикальный,Вертикальный,ДВС,,100.0,В производстве,Нанкинский университет науки и технологий,,н/д,,,
1320,Китай,Самолетный тип,16.8,,100.0,3600.0,Шасси,Шасси,ДВС,3.01,120.0,В производстве,Нанкинский университет науки и технологий,,н/д,,,
1321,Китай,Коптерный тип,2.5,,2.0,250.0,Вертикальный,Вертикальный,Электрический,,36.0,В производстве,Нанкинский университет науки и технологий,,н/д,,,
1322,Китай,Самолетный тип,3.5,0.67,10.0,3100.0,С руки,На фюзеляж,Электрический,1.8,80.0,В производстве,Нанкинский университет науки и технологий,,н/д,,,
1323,Китай,Самолетный тип,,1.5,20.0,3600.0,С руки,На фюзеляж,Электрический,,110.0,В производстве,Нанкинский университет аэронавтики и астронавтики,,н/д,,,
1324,Китай,Коптерный тип,,0.67,1.5,150.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,Нантонгский профессиональний университет,,н/д,,,
1325,Китай,Вертолетный тип,,,42.0,4100.0,Вертикальный,Вертикальный,ДВС,,140.0,В производстве,Нанкинский научно-исследовательский университет симуляционных технологий,,н/д,,,
1326,Китай,Вертолетный тип,50.0,,5.0,250.0,Вертикальный,Вертикальный,ДВС,,50.0,В производстве,Исследовательский институт сельскохозяйственного машиностроения города Нанкин,,н/д,,,
1327,Китай,Вертолетный тип,,,2.0,150.0,Вертикальный,Вертикальный,ДВС,,50.0,В производстве,Исследовательский институт сельскохозяйственного машиностроения города Нанкин,,н/д,,,
1328,Китай,Коптерный тип,,0.5,20.0,500.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,NORINCO,,н/д,,,
1329,Китай,Самолетный тип,,3.0,,4100.0,Шасси,Шасси,ДВС,2.6,130.0,В производстве,North Navigation Control Technology Co,,н/д,,,
1330,Китай,Самолетный тип,100.0,4.0,100.0,4100.0,Пусковая установка,Парашютная система,ДВС,4.0,180.0,В производстве,Nanjing Unmanned Aerial Vehicle Co,20.0,н/д,,,
1331,Китай,Самолетный тип,25.0,2.0,40.0,3100.0,Пусковая установка,Парашютная система,Электрический,2.8,80.0,В производстве,Nanjing Unmanned Aerial Vehicle Co,3.5,н/д,,,
1332,Китай,Самолетный тип,35.0,2.0,20.0,4100.0,Пусковая установка,Парашютная система,ДВС,3.0,150.0,В производстве,Nanjing Unmanned Aerial Vehicle Co,3.0,н/д,,,
1333,Китай,Самолетный тип,,,15.0,4100.0,Шасси,Шасси,ДВС,2.8,155.0,В производстве,Университет Наньчан Ханьконг,,н/д,,,
1334,Китай,Коптерный тип,,0.67,2.5,1000.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Университет Наньчан Ханьконг,,н/д,,,
1335,Китай,Самолетный тип,,,100.0,9100.0,Пусковая установка,Парашютная система,Газотурбинный,,650.0,Снято с производства,NAV Technology Co,,н/д,,,
1336,Китай,Самолетный тип,,4.0,140.0,7100.0,Пусковая установка,Парашютная система,Газотурбинный,,,Снято с производства,NAV Technology Co,,н/д,,,
1337,Китай,Коптерный тип,,0.67,2.0,500.0,Вертикальный,Вертикальный,Электрический,,54.0,В производстве,Nanning Hui-Shi Science and Technology Co,,н/д,,,
1338,Китай,Самолетный тип,1.2,,20.0,300.0,С руки,"В сетку, На фюзеляж, Парашютная система",Электрический,0.98,75.0,В производстве,Nanning Hui-Shi Science and Technology Co,,н/д,,,
1339,Китай,Самолетный тип,,,100.0,3500.0,Шасси,Шасси,ДВС,,135.0,В производстве,Mei-Lian Aviation Technology Co,,н/д,,,
1340,Китай,Вертолетный тип,22.0,0.5,2.5,150.0,Вертикальный,Вертикальный,ДВС,,20.0,Снято с производства,Minghe Crop Dusting,,н/д,,2.05,
1341,Китай,Самолетный тип,35.0,6.0,30.0,3600.0,Пусковая установка,Парашютная система,ДВС,3.8,140.0,В производстве,Microfly Engineering Technology Co,,н/д,,,
1342,Китай,Самолетный тип,,1.5,20.0,4000.0,С руки,На фюзеляж,Электрический,,75.0,В производстве,Meiya Pico Information Technology Co,,н/д,,,
1343,Китай,Самолетный тип,,1.0,20.0,4100.0,Вертикальный,Вертикальный,ДВС,,110.0,В производстве,Университет Наньчан Ханьконг,,н/д,,,
1344,Китай,Коптерный тип,3.0,,0.5,100.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,Meiya Pico Information Technology Co,,н/д,,,
1345,Китай,Самолетный тип,5.0,,20.0,4100.0,С руки,На фюзеляж,Электрический,1.7,110.0,В производстве,Meiya Pico Information Technologies Co,,н/д,,,
1346,Китай,Коптерный тип,13.5,0.58,5.0,2100.0,Вертикальный,Вертикальный,Электрический,,65.0,В производстве,DJI,,н/д,,,
1347,Китай,Вертолетный тип,380.0,5.0,40.0,2100.0,Вертикальный,Вертикальный,ДВС,,130.0,В производстве,Пекинский университет аэронавтики и астронавтики,,н/д,,,
1348,Китай,Вертолетный тип,300.0,,40.0,1500.0,Вертикальный,Вертикальный,ДВС,,140.0,В производстве,Пекинский университет аэронавтики и астронавтики,,н/д,,,
1349,Китай,Самолетный тип,2000.0,,2000.0,9100.0,Шасси,Шасси,Газотурбинный,18.0,800.0,В производстве,н/д,,н/д,,,
1350,Китай,Вертолетный тип,30.0,0.25,5.0,250.0,Вертикальный,Вертикальный,ДВС,,45.0,В производстве,Hanhe Aviation,,н/д,,2.1,
1351,Китай,Вертолетный тип,35.0,0.5,10.0,250.0,Вертикальный,Вертикальный,ДВС,,50.0,В производстве,Hanhe Aviation,,н/д,,2.1,
1352,Китай,Вертолетный тип,240.0,2.0,100.0,4100.0,Вертикальный,Вертикальный,ДВС,,130.0,В производстве,Hexiang General Aviation Technology Co,,н/д,,,
1353,Китай,Самолетный тип,2.2,0.83,2.0,500.0,С руки,На фюзеляж,Электрический,1.1,80.0,В производстве,Long Technology Co,,н/д,,,
1354,Китай,Самолетный тип,27.0,4.0,100.0,5100.0,Шасси,Шасси,ДВС,3.16,150.0,В производстве,Hanglong Kexun Electronics Technology Co,,н/д,,,
1355,Китай,Самолетный тип,25.0,5.0,250.0,4100.0,"Пусковая установка, Шасси","Парашютная система, Шасси",ДВС,2.65,130.0,В производстве,Guo-Yao-Bo-Cheng Technology Co,,н/д,,,
1356,Китай,Самолетный тип,8.0,,70.0,2100.0,Пусковая установка,Парашютная система,Электрический,,120.0,В производстве,Zhong-Hai-Da Satelite Navigation Technology Co,,н/д,,,
1357,Китай,Вертолетный тип,1.2,,2.5,150.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Idea-Fly Science and Technology,,н/д,,,
1358,Китай,Вертолетный тип,,,10.0,500.0,Вертикальный,Вертикальный,ДВС,,70.0,В производстве,JS Model,12.0,н/д,,,
1359,Китай,Самолетный тип,34.5,4.0,100.0,4600.0,Вертикальный,Вертикальный,ДВС,3.2,120.0,В производстве,Hanglong Kexun Electronics Technology Co,,н/д,,,
1360,Китай,Самолетный тип,,40.0,500.0,8000.0,Шасси,Шасси,ДВС,21.0,180.0,В производстве,Harbin Aircraft Industry,,н/д,,,
1361,Китай,Вертолетный тип,36.0,,2.0,250.0,Вертикальный,Вертикальный,ДВС,,45.0,В производстве,Hawk-Hel Aviation Equipment Co,10.0,н/д,,2.2,
1362,Китай,Вертолетный тип,24.0,0.67,2.0,250.0,Вертикальный,Вертикальный,ДВС,,40.0,В производстве,Hawk-Hel Aviation Equipment Co,5.0,н/д,,1.8,
1363,Китай,Коптерный тип,,0.33,1.0,250.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,Hawk-Hel Aviation Equipment Co,20.0,н/д,,,
1364,Китай,Коптерный тип,25.0,0.17,1.0,150.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,Hawk-Hel Aviation Equipment Co,10.0,н/д,,,
1365,Индия,Коптерный тип,7.0,,10.0,700.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,н/д,,н/д,,,
1366,Индия,Самолетный тип,120.0,0.67,250.0,10000.0,Пусковая установка,Парашютная система,Газотурбинный,,900.0,В производстве,Defeat Research and Development Organization,,н/д,,,
1367,Индия,Коптерный тип,2.25,0.5,2.5,500.0,Вертикальный,Вертикальный,Электрический,,30.0,В производстве,Defense Research and Development Organization,,н/д,,,
1368,Индия,Самолетный тип,1800.0,,100.0,5100.0,Шасси,Шасси,ДВС,,210.0,В производстве,Defense Research and Development Organization,,н/д,,,
1369,Индия,Самолетный тип,2.5,,15.0,5000.0,С руки,На фюзеляж,Электрический,1.6,90.0,В производстве,Defense Research and Development Organization,,н/д,,,
